Tipo;CNPJ;Nome;Logradouro, Nœmero;CEP;Bairro;Cidade;UF;Email;Fone
2;05.208.765/0001-35;LUNENG POLYCITY DO BRASIL LTDA;RDV BR 116, KM 69,3;83420-000;POCINHO;Varginha;MG;luneng@gmail.com;49249131
2;03.336.687/0001-29;GONZALES & SENDESKI LTDA;AV PREF.SINCLAIR SAMBATTI 8585;87055-405;CONTORNO SUL;Maringá;PR;gonzales@gmail.com;28323048
2;06.156.636/0001-03;GRUPO NOVA INSDòSTRIA E COMƒRCIO DE EMBALAGENS;BR 277 - KM 598;85804-600;DIST. INDUSTRIAL;Tuneiras do Oeste;PR;grupo@gmail.com;48009188
2;77.863.223/0043-66;C.VALE - ABATEDOURO DE AVES;AV. ARIOSVALDO BITENCOURT, 2000;85950-000;CENTRO;Palotina;PR;c.vale@gmail.com;87523667
2;02.808.708/0069-97;AMBEV - COMPANHIA BRASILEIRA DE BEBIDAS;AV.PRES.GETULIO VARGAS,262;80230-030;REBOUCAS;Curitiba;PR;ambev@gmail.com;56576907
2;78.381.613/0001-03;KAPERSUL INDUSTRIA E COMERCIO DE PAPEIS S A;AVENIDA DAS ARAUCÁRIAS NÀ3001;81880-400;PINHEIRINHO;Anta Gorda;RS;kapersul@gmail.com;38721423
2;80.621.113/0001-43;LABORATORIO PONTAGROSSENSE DE ANALISES CLINICAS LTD;RUA D PEDRO II 108;84053-000;NOVA RUSSIA;Icaraíma;PR;laboratorio@gmail.com;83914534
2;75.185.389/0003-58;AGENCIA MARITIMA ORION LTDA PNG;MANOEL CORREA,1345;83206-030;CENTRO;Unaí;MG;agencia@gmail.com;1671298
2;79.728.358/0001-95;CENTRO DE FORMACAO DE CONDUTORES PARANAVAI LTDA ME;RUA PERNAMBUCO,758;87701-010;CENTRO;Capim Branco;MG;centro@gmail.com;12617665
2;04.127.928/0001-92;TRUST ADMINISTRACAO E PARTICIPACOES LTDA;JANDAIA DO SUL,1073;83324-440;VL EMILIANO PERNETA;Pastos Bons;MA;trust@gmail.com;44670558
2;06.974.484/0001-56;ELENITA VIEIRA DOS SANTOS;RUA TERESINA 33;85851-000;Sem Informação;Foz do Iguaçu;PR;elenita@gmail.com;32899873
2;78.147.105/0001-65;TRANSPORTADORA VANTROBA LTDA;RUA BENTO RIBEIRO, 900;84070-000;MADUREIRA;Ponta Grossa;PR;transportadora@gmail.com;86807986
2;08.611.380/0001-02;CLIPTIME SERVICOS DE INFORMACAO LTDA;AVENIDA VICENTE MACHADO,343_CASA 06;80420-010;CENTRO;Itabirito;MG;cliptime@gmail.com;83564596
2;81.254.401/0001-70;INSTITUTO HALSTED LTDA;RUA DR ROBERTO BARROZO,1381;80520-070;BOM RETIRO;Riozinho;RS;instituto@gmail.com;16076212
2;72.524.549/0001-96;COM E REPRES DE AUTOS PECAS HAPPY CAR LT;RUA PROF ALBERTO PIEKAS,13;83504-520;CACHOEIRA;Almirante Tamandaré;PR;com@gmail.com;21452167
2;02.749.821/0001-50;INST ORTOP TRAUMAT P GROSSA LTDA;RUA FREI CANECA,112;84010-060;CENTRO;Palmeirópolis;TO;inst@gmail.com;80864473
2;51.200.33755/68;OBRA DE PATRICIA FAGUNDES;RUA DR. GOLIN, ESQ. ALMIR. TAMANDARé;80000-000;HUGO LANGE;Icaraíma;PR;obra@gmail.com;84648230
2;08.890.622/0001-44;LIVRARIA E PAPELARIA ALFA LTDA;AV KAKOGAWA 891;87013-000;ZONA 30;Rio Negro;PR;livraria@gmail.com;17658322
2;04.314.669/0001-09;PHATTANO SERV TERC E MAO DE OBRA ESP LTD;RUA SALOMAO GUELMANN,198;81050-050;NOVO MUNDO;Bom Jesus do Amparo;MG;phattano@gmail.com;71649630
2;00.132.834/0001-50;ANITA TABORDA;RUA MINAS GERAIS,29;86010-030;CENTRO;Florestal;MG;anita@gmail.com;55844598
2;07.613.107/0001-54;WINDSON VESTUARIO LTDA;ROD PR 317 KM 03 S N;85900-970;RECANTO MUNICIPAL;Natividade;RJ;windson@gmail.com;69146037
2;05.380.311/0001-47;BASEFORTE SERVICOS NA CONSTRUCAO CIVIL LTDA;RUA VISCONDE DE NACAR, 1160;80000-000;CENTRO;Curitiba;PR;baseforte@gmail.com;26563717
2;04.072.870/0017-94;HDSP COMERCIO DE VEICULOS LTDA;R. BISPO DOM JOSE, 2133;80440-080;BATEL;Várzea Branca;PI;hdsp@gmail.com;85684525
2;Sem Informação;Sem Informação;RUA CARDIAL VERMELHO AO LADO N. 1391;SI;Sem Informação;Londrina;PR;sem@gmail.com;34905758
2;09.656.382/0001-80;MARGARIDA GONCALVES DOS SANTOS LAPA;TEOFILO FREITAS MARISTANY,78;83750-000;DOM PEDRO II;Munhoz;MG;margarida@gmail.com;88301697
2;05.072.017/0001-78;PLASTICOS SIGMA LTDA - ME;RUA ISAURA GAMBA VITORINO, 391;87065-140;PQ. INDUSTRIAL;Maringá;PR;plasticos@gmail.com;814753
2;10.857.512/0001-22;FLY CONSTRUTORA DE OBRAS LTDA;R. ANGELO PIOTO, 470;80710-490;CIC CAMPO COMPRIDO;Curitiba;PR;fly@gmail.com;16324175
2;00.287.408/0001-96;CASAGRANDE - DISTRIBUIDORA DE FIOS E ARMARINHOS LTDA;TRAVESSA TOBIAS DE MACEDO, 48;80020-210;CENTRO;Curitiba;PR;casagrande@gmail.com;48836540
2;Sem Informação;ARTUR ACIR TABORDA;BITUVA DOS MACHADOS;84535-000;Z. RURAL B. MACHADOS;Várzea Branca;PI;artur@gmail.com;20813358
2;02.598.615/0001-97;CONSERVARTE LTDA;TENENTE DJALMA DUTRA, 1245 SALA 13;83005-360;CENTRO;São José dos Pinhais;PR;conservarte@gmail.com;16211711
2;11.110.903/0001-41;MARIA ADRIANE PEDROSO BOBEK;RUA INVERNADA DO CAPIM, S/N,;84345-000;Sem Informação;Ventania;PR;maria@gmail.com;67280894
2;03.444.626/0001-85;LEDALI CONFEC‚ÍES LTDA ME;R. SILVIO ALVES, 1230;87140-000;JD. PINHEIRO;Paiçandu;PR;ledali@gmail.com;10986986
2;81.064.511/0001-79;UNIMED APUCARANA COOP DE TRABALHO MEDICO;RUA CLOTARIO PORTUGAL, 927;86800-020;Sem Informação;Bom Jardim;RJ;unimed@gmail.com;18431810
2;10.485.673/0018-80;GARAGENS REUNIDAS DO PARANA LTDA;RUA. MARECHAL DEODORO,869;80060-010;CENTRO;Bom Jesus do Amparo;MG;garagens@gmail.com;71101117
2;04.395.499/0001-34;OSR OPERACOES E SERV RODOVIARIOS LTDA;RUA MONTEIRO LOBATO,288;86210-000;CENTRO;Jataizinho;PR;osr@gmail.com;783174
2;11.517.841/0010-88;CIA SULAMERICANA DE DISTRIBUICAO;AV TAMANDARE 903;87013-210;Sem Informação;Maringá;PR;cia@gmail.com;95096725
2;80.332.778/0001-37;RUBBER NEW PRODUTOS DE BORRACHA LTDA;RUA SENEGAL, 227;83320-090;VILA PALMITAL;Icaraí de Minas;MG;rubber@gmail.com;99509254
2;45.543.915/0505-29;CARREFOUR COMERCIO E INDUSTRIA LTDA;R FRANCISCO NADOLNY,474;80740-030;CAMPINA DO SIQUEIRA;Curitiba;PR;carrefour@gmail.com;48361972
2;05.947.598/0001-44;BRASLAMD IND E COM DE MADEIRAS LTDA;ESTRADA DO LAGEADO;83870-000;LAGEADO;Campo do Tenente;PR;braslamd@gmail.com;23791810
2;81.716.144/0001-40;ROCHA TERMINAIS PORTUARIOS E LOGISTICA S/A;RUA JOAO EUGENIO, 922;83203-400;CENTRO;Paranaguá;PR;rocha@gmail.com;90583949
2;07.606.941/0001-12;TERRALIS IMOVEIS LTDA;RUA BARAO DO CERRO AZUL 945;83301-000;CENTRO;Cândido Godói;RS;terralis@gmail.com;84158972
2;75.214.163/0001-76;TECMIL INDUSTRIA METALURGICA LTDA ME;RUA CAROLINA CASTELLI, 529;81050-450;NOVO MUNDO;Curitiba;PR;tecmil@gmail.com;75847076
2;04.927.231/0001-04;ALLIANCE TRANSPORTE E LOGISTICA LTDA;RUA CARLOS SCHIMIDT,440;86804-350;JD APUCARANA;Apucarana;PR;alliance@gmail.com;10890869
2;76.753.086/0001-95;UNIÌO PARANAENSE DE ENSINO E CULTURA - UNIPE;RUA PEDRO BONAT, N¼ 103;81110-040;CAPÌO RASO;Curitiba;PR;união@gmail.com;91908182
2;60.746.948/0069-00;BANCO BRADESCO S A;R MARECHAL DEODORO,168/170;80010-010;CENTRO;Caxambu do Sul;SC;banco@gmail.com;16499972
2;02.386.450/0006-02;DALKIA BRASIL S/A;AV 7 DE SETEMBRO, 2775;80230-010;CENTRO;Dores do Rio Preto;ES;dalkia@gmail.com;98334860
2;16.294.175/0001-99;TURBO TECH ENGENHARIA LTDA;RUA ELI VOLPATO 999;83700-000;Sem Informação;Itacoatiara;AM;turbo@gmail.com;90170554
2;10.505.234/0001-44;NOSSO LOTE EMPREENDIMENTOS - ME;AV MATGO GROSSO ESQ COM RUA JAGUARIAIVA;SI;ESTADOS;Porto do Mangue;RN;nosso@gmail.com;14513603
2;80.594.831/0001-78;DIVANO IND. E COM DE MOVEIS E DEC. LTDA;RUA JOAO DE BARRO,283;86030-350;PQ. DAS IND. LEVES;Anchieta;SC;divano@gmail.com;36916208
2;79.124.079/0002-01;FA MARINGA LTDA;ANEL VIARIO S.SAMBATI,540-A;87055-000;JD BERTIOGA;Ribeirãozinho;MT;fa@gmail.com;19058785
2;04.471.981/0001-06;WIPRO DO BRASIL TECNOLOGIA LTDA;RUA JOAO MARCHESINI, 139, ANDAR 5 E 6;80215-432;PRADO VELHO;Sapucaia;RJ;wipro@gmail.com;96150073
2;79.057.733/0001-12;CLINICA VETERINARIA DE CAES E GATOS LTDA;RUA SANTA CATARINA 583;86010-470;CENTRO;Londrina;PR;clinica@gmail.com;1601444
2;78.367.521/0020-31;GRANOSUL AGROINDUSTRIAL LTDA;RODOVIA MELLO PEIXOTO, 1683, KM 159;86185-700;Sem Informação;Valença;BA;granosul@gmail.com;61461845
2;79.124.079/0002-01;FA MARINGA LTDA;ANEL VIARIO S.SAMBATI,540-A;87055-000;JD BERTIOGA;Ribeirãozinho;MT;fa@gmail.com;19058785
2;76.630.573/0003-22;COMPANHIA DE CIMENTO ITAMBE;LOC PAIOL COCHO;83601-777;RIO BONITO;Moiporá;GO;companhia@gmail.com;50875974
2;11.806.788/0001-44;PIGATTO & SOARES LTDA ME;RUA PROF CARDOSO FONTES, 1100;84050-550;RONDA;Taperoá;PB;pigatto@gmail.com;13929930
2;03.802.018/0021-49;SESI - SERVI‚O SOCIAL DA INDUSTRIA;RUA PADRE LEONARDO NUNES, 181 CURITIBA-PR;80330-320;PORTÌO;Capão do Leão;RS;sesi@gmail.com;72319004
2;79.096.020/0001-68;ENGERAMA ENGENHARIA E EMPREENDIMENTOS LTDA;R RUI BARBOSA, 2000;83601-140;CENTRO;Palmeira dos êndios;AL;engerama@gmail.com;17884904
2;05.569.761/0001-82;DE BOER SILVA E CIA LTDA;RUA ADJANIRO CARDON,387;84015-580;JARDIM CARVALHO;Ponta Grossa;PR;de@gmail.com;73078819
2;01.973.052/0001-07;LAIRSON SILVA CALDAS;AV BRASILIA 6060;81930-084;NOVO MUNDO;Icó;CE;lairson@gmail.com;39713401
2;04.018.563/0001-68;SUPERMERCADO NANDI LTDA;AV DAS NACOES, 45;85875-000;CENTRO-STA TEREZINHA;Coruripe;AL;supermercado@gmail.com;83777581
2;14.039.00029/88;LUIZ GLICERIO SILVEIRA;EST DA RIBEIRA, 2380;83408-000;IMBUIAL;Itabirito;MG;luiz@gmail.com;81427407
2;05.766.253/0001-94;A 1 TECNOLOGIA E INDUSTRIA MECANICA LTDA;RUA HUMBERTO ZANATTO ,10;80000-000;PINHEIRINHO;Jatobá;PE;a@gmail.com;59788427
2;03.938.055/0001-35;SOFT SISTEMAS ELETRONICOS LTDA;RUA FREI HENRIQUE DE COIMBRA,1794;81630-220;HAUER;Guaribas;PI;soft@gmail.com;33182710
2;15.375.991/0009-11;TODIMO MATERIAIS PARA CONSTRUCAO LTDA;AV. ARTHUR THOMAS,1037;86065-000;JARDIM BANDEIRANTES;Vale do Paraíso;RO;todimo@gmail.com;60441395
2;76.158.872/0001-44;SWELL CONSTRUCOES E INCORP LTDA;RUA DESEMBARGADOR OTáVIO DO AMARAL, 1091;80000-000;BIGORRILHO;Curitiba;PR;swell@gmail.com;14229054
2;97.334.106/0001-63;TRES ELOS INDUSTRIA E COM.CALCADOS LTDA;AV.CURITIBA 370;86800-005;BARRA FUNDA;Propriá;SE;tres@gmail.com;71710425
2;74.130.907/0001-01;PROENCA ADM E CORRETAGEM DE SEGUROS LTDA;RUA CENTENARIO,1639;83601-000;CENTRO;Praia Norte;TO;proenca@gmail.com;83139027
2;07.254.302/0001-35;DM BARRETTO PRODUTOS DE MINAS - ME;AV SETE DE SETEMBRO,1865;80060-070;CENTRO;Bom Jardim;RJ;dm@gmail.com;85068265
2;08.289.776/0001-85;PLANAMERICA CONSTRUCOES LTDA;AV ASSUNCAO, 295;85805-030;Sem Informação;Cascavel;PR;planamerica@gmail.com;82202812
